chunk_id,content_id,comment_id,title,channel_name,comment_text,comment_likeCount,published_at,source_file,extraction_status,extraction_error,pi_detected,pi_stage,pi_confidence,pi_evidence_text,pi_brand,pi_brand_source,pi_is_lost_sale,un_detected,un_need_type,un_feature_area,un_need_text,un_brand,un_brand_source,un_intensity,qs_is_question,qs_question_type,qs_topic,qs_normalized_question,qs_is_content_gap,qs_brand,qs_brand_source
ig_8xrClW2U_Ugxg2_k7VyQ1ZkgPlRd4AaABAg,ig_8xrClW2U,Ugxg2_k7VyQ1ZkgPlRd4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"744xti, will stay the same.",1,2026-05-25T15:47:10,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
ig_8xrClW2U_UgxwvHWmvZp6P1teUdJ4AaABAg,ig_8xrClW2U,UgxwvHWmvZp6P1teUdJ4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),585mbull,0,2026-05-26T04:04:41,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
ig_8xrClW2U_Ugy3urfRNSiieyiJg394AaABAg,ig_8xrClW2U,Ugy3urfRNSiieyiJg394AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"Tiwari ji, please share the Budhni report for JP 975.",0,2026-05-26T09:04:31,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,spec_inquiry,,Can you please share the Budhni report for JP 975?,True,,
ig_8xrClW2U_UgyBKfmHTmmKK1bfybR4AaABAg,ig_8xrClW2U,UgyBKfmHTmmKK1bfybR4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"If you play 5 minutes of the 10-minute video, how will Tiwari ji know for whom we started the video? Please watch the full video when you have time.
We are always ready to help you🙏🙏🙏 Sita Ram 😊",1,2026-05-26T08:12:50,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
ig_8xrClW2U_UgyCTznxvrIOn3ZrLO94AaABAg,ig_8xrClW2U,UgyCTznxvrIOn3ZrLO94AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"Sir, please show the Budhni video of FT 47 promax.",1,2026-05-25T14:55:10,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you show the Budhni video of FT 47 promax?,True,Sonalika,video_title
ig_8xrClW2U_Ugyfw_99NjKdEGkVzmF4AaABAg,ig_8xrClW2U,Ugyfw_99NjKdEGkVzmF4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),🇮🇳🇮🇳🇕🇳Farmtrac 47 promaxx ❤️💥🔝🔝,0,2026-05-26T11:13:06,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,Farmtrac,comment,False,False,none,,,Farmtrac,comment,none,False,none,,,False,,
ig_8xrClW2U_Ugyii4eO98eqDpal3xV4AaABAg,ig_8xrClW2U,Ugyii4eO98eqDpal3xV4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"Who is best between Novo 605 di ps and 855? Please reply, sir, or make a video mentioning my name. Love from Bihar.",2,2026-05-25T15:22:45,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,comparison_inquiry,,Which tractor is better between the Novo 605 DI PS and the Swaraj 855?,False,Mahindra,comment
ig_8xrClW2U_UgytrlgQeL6cLHmew5x4AaABAg,ig_8xrClW2U,UgytrlgQeL6cLHmew5x4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"There is a big difference between 4 cylinders and 3. Where Raja Bhoj, there Gangu T....",1,2026-05-25T14:14:44,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,True,product_complaint,engine performance,big difference between 4 cylinders and 3,Sonalika,video_title,medium,False,none,,,False,,
ig_8xrClW2U_UgyvJOWIK2X1E4v4GlN4AaABAg,ig_8xrClW2U,UgyvJOWIK2X1E4v4GlN4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),Give the Budhni report for Massey Ferguson 254 and John Deere 5050d.,1,2026-05-25T14:43:45,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,True,content_gap,Budhni report,Give the Budhni report for Massey Ferguson 254 and John Deere 5050d,Massey Ferguson,comment,medium,True,content_request,,What is the Budhni report for Massey Ferguson 254 and John Deere 5050d?,True,Massey Ferguson,comment
ig_8xrClW2U_Ugz9S_vXP7Cp9pzs9Kd4AaABAg,ig_8xrClW2U,Ugz9S_vXP7Cp9pzs9Kd4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),Someone who has never farmed with a tractor is telling the farmer which tractor to buy.,2,2026-05-25T17:39:34,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,True,content_gap,expertise in tractor usage,Someone who has never farmed with a tractor is telling the farmer which tractor to buy,,,low,False,none,,,False,,
ig_8xrClW2U_UgzRzlZgCEHiWF-sfnh4AaABAg,ig_8xrClW2U,UgzRzlZgCEHiWF-sfnh4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"Sir, there is a big difference. Mahindra has a rear axle with plenty of strength and in PTO, it is the best in 50hp. In Sonalika, there is a normal rear axle and there are many other differences. Mahindra is far ahead in quality and features compared to Sonalika.",1,2026-05-26T02:48:29,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,True,product_complaint,rear axle,Sonalika has a normal rear axle,Sonalika,comment,medium,False,none,,,False,,
ig_8xrClW2U_UgzbJW-NUJk-b1Hd7554AaABAg,ig_8xrClW2U,UgzbJW-NUJk-b1Hd7554AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),Useless knowledge.,0,2026-05-26T13:27:04,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
ig_8xrClW2U_UgznKYTtGWxHhfKagN14AaABAg,ig_8xrClW2U,UgznKYTtGWxHhfKagN14AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),Big companies do not give the correct information to do chemical testing.,0,2026-05-25T14:12:28,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,True,content_gap,chemical testing information,Big companies do not give the correct information to do chemical testing,,,medium,False,none,,,False,,
ig_8xrClW2U_UgzokZHLqZKPVCx8X954AaABAg,ig_8xrClW2U,UgzokZHLqZKPVCx8X954AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"Sir, Mahindra 585 has a very strong axle.",4,2026-05-25T13:51:35,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,Mahindra,comment,False,False,none,,,Mahindra,comment,none,False,none,,,False,,
ig_8xrClW2U_Ugzv3Nc1nTou5SrLCYJ4AaABAg,ig_8xrClW2U,Ugzv3Nc1nTou5SrLCYJ4AaABAg,50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor,Tiwariji Ki Life (Tractor Review),"Mahindra is giving a lot of offers to companies, but in the end, the farmer is being fooled again and again by Modi ji's money.",1,2026-05-25T16:22:28,YouTube Comments 50 HP द टरकटर म महमकबल  Mahindra Yuvo Tech 585 Mbull  Sonalika Gold 745  Tractor.xlsx,success,,False,none,0.0,,,,False,True,service_issue,after-sales service,farmer is being fooled again and again,Mahindra,comment,medium,False,none,,,False,,
0UX03m7v21o_Ugw8p-A0MNRy6zFylbh4AaABAg,0UX03m7v21o,Ugw8p-A0MNRy6zFylbh4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Dhiraj bhai, greetings, you have uploaded a video after a long time.",0,2025-08-14T14:33:18,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,False,none,,,False,,
0UX03m7v21o_UgwF5SGI0D9lJaEDqFN4AaABAg,0UX03m7v21o,UgwF5SGI0D9lJaEDqFN4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,How much will be the price of 605 Di?,1,2025-08-14T14:43:15,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Sonalika,comment,False,False,none,,,Sonalika,comment,none,True,price_inquiry,,What is the price of the 605 DI?,False,Sonalika,comment
0UX03m7v21o_UgwGRaATl-yvQnaHGLp4AaABAg,0UX03m7v21o,UgwGRaATl-yvQnaHGLp4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Mahindra yuvo tech plus 475 4wd north lakhimpur assam on road price how much,0,2025-12-28T14:23:06,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.9,on road price how much,Mahindra,comment,False,False,none,,,,,none,True,price_inquiry,,"What is the on-road price of Mahindra Yuvo Tech Plus 475 4WD in North Lakhimpur, Assam?",False,Mahindra,comment
0UX03m7v21o_UgwKypYhDOH7682SC0F4AaABAg,0UX03m7v21o,UgwKypYhDOH7682SC0F4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Price,0,2025-10-29T05:22:43,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.8,Price,Mahindra,video_title,False,False,none,,,,,none,True,price_inquiry,,What is the price of the Mahindra Yuvo Tech Plus 575 4WD?,False,Mahindra,video_title
0UX03m7v21o_UgwMkN9RUC7Dc5BmZR54AaABAg,0UX03m7v21o,UgwMkN9RUC7Dc5BmZR54AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Do a review of 475 4WD, brother.",1,2026-02-09T12:42:14,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,content_request,,Can you review the Mahindra Yuvo 475 4WD?,True,Mahindra,video_title
0UX03m7v21o_UgwNkizs-hnI-iL72M94AaABAg,0UX03m7v21o,UgwNkizs-hnI-iL72M94AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Tell the showroom address,1,2025-08-17T00:59:29,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.9,Tell the showroom address,Mahindra,video_title,False,False,none,,,,,none,True,availability_inquiry,,What is the address of the showroom?,False,Mahindra,video_title
0UX03m7v21o_UgwRljm-kgqlSvBTM6N4AaABAg,0UX03m7v21o,UgwRljm-kgqlSvBTM6N4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"The bonnet should open from front to back and there should be double acting power steering, everything else is fine, please get this done.",0,2025-09-23T13:25:37,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,feature_request,bonnet design and steering,The bonnet should open from front to back and there should be double acting power steering,Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgwTqyBSojQerxUZraZ4AaABAg,0UX03m7v21o,UgwTqyBSojQerxUZraZ4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Very beautiful,0,2026-03-15T12:20:28,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,False,none,,,False,,
0UX03m7v21o_UgwUEfyRipvJZqyCuFx4AaABAg,0UX03m7v21o,UgwUEfyRipvJZqyCuFx4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,How much torque does this model produce?,0,2025-10-05T14:49:06,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,spec_inquiry,,What is the torque produced by this model?,False,Mahindra,video_title
0UX03m7v21o_UgwZel6ZQcp-3xLWdnx4AaABAg,0UX03m7v21o,UgwZel6ZQcp-3xLWdnx4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Tea,0,2025-12-10T05:50:38,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
0UX03m7v21o_Ugw_Dii2j8DetpFG-ch4AaABAg,0UX03m7v21o,Ugw_Dii2j8DetpFG-ch4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Show the double power steering,0,2026-02-25T07:25:33,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,content_request,,Can you show the double power steering?,True,Mahindra,video_title
0UX03m7v21o_Ugwc8KQudGKRv0lLYnh4AaABAg,0UX03m7v21o,Ugwc8KQudGKRv0lLYnh4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Does it have reverse PTO or not?,0,2025-08-26T15:02:03,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,spec_inquiry,,Does the Mahindra Yuvo Tech Plus 575 4WD have reverse PTO?,False,Mahindra,video_title
0UX03m7v21o_UgwdU6JloZKxNG87Rcp4AaABAg,0UX03m7v21o,UgwdU6JloZKxNG87Rcp4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,duwal power steering,0,2025-08-15T03:40:16,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,steering,duwal power steering,Mahindra,video_title,low,False,none,,,False,,
0UX03m7v21o_Ugwf4_QxNQrWNiu6w9l4AaABAg,0UX03m7v21o,Ugwf4_QxNQrWNiu6w9l4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,It is better than the previous one in terms of cooling,0,2025-08-14T14:52:19,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,False,none,,,False,,
0UX03m7v21o_UgwhDdoS0B74xtRvvUp4AaABAg,0UX03m7v21o,UgwhDdoS0B74xtRvvUp4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Does it come with shuttle gear, bro?",0,2025-09-07T02:13:03,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,spec_inquiry,,Does the Mahindra Yuvo Tech Plus 575 4WD come with a shuttle gear?,False,Mahindra,video_title
0UX03m7v21o_UgwreZR6ldJGh7LCvR94AaABAg,0UX03m7v21o,UgwreZR6ldJGh7LCvR94AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,When will its double acting power steering come?,0,2025-11-19T13:14:34,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,feature_request,steering,double acting power steering,Mahindra,video_title,medium,True,spec_inquiry,,When will the Mahindra Yuvo Tech Plus 575 4WD have double acting power steering?,False,Mahindra,video_title
0UX03m7v21o_Ugwz1d8s49LlPKR7RY94AaABAg,0UX03m7v21o,Ugwz1d8s49LlPKR7RY94AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Which place's price are you telling?,0,2025-11-18T16:43:37,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.8,Which place's price are you telling?,Mahindra,video_title,False,False,none,,,,,none,True,price_inquiry,,Which location's price are you referring to?,False,Mahindra,video_title
